id;name;typ;untertyp;status;kapazitaet_max;kapazitaet_verfuegbar;auslastung_prozent;strasse;plz;ort;stadtteil;lat;lon;barrierefrei;stromversorgung_notstrom;wasser_verfuegbar;sanitaer_verfuegbar;betreiber;ansprechpartner;letzte_pruefung;prioritaet;hinweis
"NK-0407";"Sirenenstandort Waldacker 407";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 47";"73728";"Esslingen am Neckar";"Waldacker";"48.69690784347022";"9.331139726354563";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-04-10";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0408";"Sirenenstandort Auenfeld 408";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 48";"73728";"Esslingen am Neckar";"Auenfeld";"48.725692087344044";"9.333351266484845";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-03-21";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0409";"Sirenenstandort Mitte 409";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 49";"73728";"Esslingen am Neckar";"Mitte";"48.768746937462815";"9.289099881298254";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-08-17";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0410";"Sirenenstandort Nord 410";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 50";"73728";"Esslingen am Neckar";"Nord";"48.74919908709155";"9.291930263860216";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-06-17";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0411";"Sirenenstandort Sued 411";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 51";"73728";"Esslingen am Neckar";"Sued";"48.74182569103016";"9.264848735665096";"nein";"nein";"nein";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-11-08";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0412";"Sirenenstandort Weststadt 412";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 52";"73728";"Esslingen am Neckar";"Weststadt";"48.724688458643556";"9.27498081875684";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-10-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0413";"Sirenenstandort Oberdorf 413";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 53";"73728";"Esslingen am Neckar";"Oberdorf";"48.701261996866904";"9.281339731483113";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-10-21";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0414";"Sirenenstandort Pliensauvorstadt 414";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 54";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.697339166709305";"9.30480819060199";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-04-28";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0415";"Sirenenstandort Zell 415";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 55";"73728";"Esslingen am Neckar";"Zell";"48.70774824565248";"9.324573640327303";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-08-27";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0416";"Sirenenstandort Obertal 416";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 56";"73728";"Esslingen am Neckar";"Obertal";"48.72964242912615";"9.3261550956658";"nein";"nein";"nein";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-02-13";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0417";"Sirenenstandort Sulzgries 417";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 57";"73728";"Esslingen am Neckar";"Sulzgries";"48.742204180260906";"9.34529392592275";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-12-30";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0418";"Sirenenstandort Berkheim 418";"Sirenenstandort";"Dachsirene";"eingeschraenkt";"0";"0";"0";"Musterstrasse 58";"73728";"Esslingen am Neckar";"Berkheim";"48.764298158058274";"9.342652168643147";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-06-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0419";"Sirenenstandort Waldacker 419";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 59";"73728";"Esslingen am Neckar";"Waldacker";"48.777701867161014";"9.324826595197726";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-12-01";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0420";"Sirenenstandort Auenfeld 420";"Sirenenstandort";"Dachsirene";"ausser Betrieb";"0";"0";"0";"Musterstrasse 60";"73728";"Esslingen am Neckar";"Auenfeld";"48.78065878393431";"9.304201647765487";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-05-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0421";"Sirenenstandort Mitte 421";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 61";"73728";"Esslingen am Neckar";"Mitte";"48.706522700887874";"9.284174991514071";"nein";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-04-23";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0422";"Sirenenstandort Nord 422";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 62";"73728";"Esslingen am Neckar";"Nord";"48.71584446883625";"9.30462438849538";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-04-29";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0423";"Sirenenstandort Sued 423";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 63";"73728";"Esslingen am Neckar";"Sued";"48.713383345447674";"9.321135285936123";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-12-17";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0424";"Sirenenstandort Weststadt 424";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 64";"73728";"Esslingen am Neckar";"Weststadt";"48.72425612154446";"9.335358987369936";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-05-09";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0425";"Sirenenstandort Oberdorf 425";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 65";"73728";"Esslingen am Neckar";"Oberdorf";"48.74207610316678";"9.351702651843166";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-10-16";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0426";"Sirenenstandort Pliensauvorstadt 426";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 66";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.75189108562706";"9.321719815895998";"nein";"nein";"nein";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-11-27";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0427";"Sirenenstandort Zell 427";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 67";"73728";"Esslingen am Neckar";"Zell";"48.78446731498719";"9.328859033081146";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-06-28";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0428";"Sirenenstandort Obertal 428";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 68";"73728";"Esslingen am Neckar";"Obertal";"48.78604040674595";"9.304311257324567";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-10-10";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0429";"Sirenenstandort Sulzgries 429";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 69";"73728";"Esslingen am Neckar";"Sulzgries";"48.78717465970227";"9.278007425317401";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2026-05-17";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0430";"Sirenenstandort Berkheim 430";"Sirenenstandort";"Dachsirene";"aktiv";"0";"0";"0";"Musterstrasse 70";"73728";"Esslingen am Neckar";"Berkheim";"48.761647368457155";"9.26972243235953";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-06-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0431";"Feuerwehrhaus Waldacker 431";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 71";"73728";"Esslingen am Neckar";"Waldacker";"48.741384831238946";"9.249468192979112";"nein";"ja";"nein";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-07-22";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0432";"Feuerwehrhaus Auenfeld 432";"Feuerwehrhaus";"Freiwillige Feuerwehr";"ausser Betrieb";"0";"0";"0";"Musterstrasse 72";"73728";"Esslingen am Neckar";"Auenfeld";"48.72299524418751";"9.272619666466866";"ja";"ja";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-03-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0433";"Feuerwehrhaus Mitte 433";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 73";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.341216619847716";"ja";"nein";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-09-04";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0434";"Feuerwehrhaus Nord 434";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 74";"73728";"Esslingen am Neckar";"Nord";"48.763076992411705";"9.341200618378771";"ja";"ja";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-12-28";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0435";"Feuerwehrhaus Sued 435";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 75";"73728";"Esslingen am Neckar";"Sued";"48.76928465300586";"9.320342387791461";"ja";"ja";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-09-17";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0436";"Feuerwehrhaus Weststadt 436";"Feuerwehrhaus";"Freiwillige Feuerwehr";"eingeschraenkt";"0";"0";"0";"Musterstrasse 76";"73728";"Esslingen am Neckar";"Weststadt";"48.78859326537771";"9.304469133693617";"nein";"ja";"nein";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-05-05";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0437";"Feuerwehrhaus Oberdorf 437";"Feuerwehrhaus";"Freiwillige Feuerwehr";"eingeschraenkt";"0";"0";"0";"Musterstrasse 77";"73728";"Esslingen am Neckar";"Oberdorf";"48.76328959564578";"9.292143905961685";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-07-29";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0438";"Feuerwehrhaus Pliensauvorstadt 438";"Feuerwehrhaus";"Freiwillige Feuerwehr";"eingeschraenkt";"0";"0";"0";"Musterstrasse 78";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.75404451130563";"9.283336322882542";"ja";"ja";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-08-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0439";"Feuerwehrhaus Zell 439";"Feuerwehrhaus";"Freiwillige Feuerwehr";"ausser Betrieb";"0";"0";"0";"Musterstrasse 79";"73728";"Esslingen am Neckar";"Zell";"48.74175928725896";"9.279496954262477";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-05-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0440";"Feuerwehrhaus Obertal 440";"Feuerwehrhaus";"Freiwillige Feuerwehr";"geplant";"0";"0";"0";"Musterstrasse 80";"73728";"Esslingen am Neckar";"Obertal";"48.71985245209132";"9.266982801545609";"ja";"ja";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-04-03";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0441";"Feuerwehrhaus Sulzgries 441";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 81";"73728";"Esslingen am Neckar";"Sulzgries";"48.696969413468835";"9.279105134360845";"nein";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-03-25";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0442";"Feuerwehrhaus Berkheim 442";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 82";"73728";"Esslingen am Neckar";"Berkheim";"48.692412631653475";"9.305016100569196";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-11-04";"hoch";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0443";"Feuerwehrhaus Waldacker 443";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 83";"73728";"Esslingen am Neckar";"Waldacker";"48.70603320138615";"9.325756910311595";"ja";"ja";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-02-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0444";"Feuerwehrhaus Auenfeld 444";"Feuerwehrhaus";"Freiwillige Feuerwehr";"ausser Betrieb";"0";"0";"0";"Musterstrasse 84";"73728";"Esslingen am Neckar";"Auenfeld";"48.714157559231104";"9.353812401647124";"ja";"ja";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-05-10";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0445";"Feuerwehrhaus Mitte 445";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 85";"73728";"Esslingen am Neckar";"Mitte";"48.77028472489245";"9.288212037471359";"ja";"nein";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-04-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0446";"Feuerwehrhaus Nord 446";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 86";"73728";"Esslingen am Neckar";"Nord";"48.75718118416784";"9.278074960788684";"nein";"ja";"nein";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-10-02";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0447";"Feuerwehrhaus Sued 447";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 87";"73728";"Esslingen am Neckar";"Sued";"48.7418277845923";"9.265968677744306";"ja";"ja";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-03-28";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0448";"Feuerwehrhaus Weststadt 448";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 88";"73728";"Esslingen am Neckar";"Weststadt";"48.73057876441377";"9.285117391105157";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-04-27";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0449";"Feuerwehrhaus Oberdorf 449";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 89";"73728";"Esslingen am Neckar";"Oberdorf";"48.72325080679946";"9.293925626063684";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-01-15";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0450";"Feuerwehrhaus Pliensauvorstadt 450";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 90";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.69444324317001";"9.304821720512013";"ja";"ja";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-06-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0451";"Feuerwehrhaus Zell 451";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 91";"73728";"Esslingen am Neckar";"Zell";"48.701126784974356";"9.328446199045093";"nein";"ja";"nein";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-06-13";"niedrig";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0452";"Feuerwehrhaus Obertal 452";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 92";"73728";"Esslingen am Neckar";"Obertal";"48.72202876999777";"9.339543812938418";"ja";"ja";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-02-10";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0453";"Feuerwehrhaus Sulzgries 453";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 93";"73728";"Esslingen am Neckar";"Sulzgries";"48.742279701320896";"9.35539730479301";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-07-31";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0454";"Feuerwehrhaus Berkheim 454";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 94";"73728";"Esslingen am Neckar";"Berkheim";"48.76121103517089";"9.337407464126498";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-04-27";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0455";"Feuerwehrhaus Waldacker 455";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 95";"73728";"Esslingen am Neckar";"Waldacker";"48.77586369446635";"9.323788102572989";"ja";"ja";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-07-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0456";"Feuerwehrhaus Auenfeld 456";"Feuerwehrhaus";"Freiwillige Feuerwehr";"ausser Betrieb";"0";"0";"0";"Musterstrasse 96";"73728";"Esslingen am Neckar";"Auenfeld";"48.772339612770665";"9.304287149942953";"nein";"ja";"nein";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-08-23";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0457";"Feuerwehrhaus Mitte 457";"Feuerwehrhaus";"Freiwillige Feuerwehr";"eingeschraenkt";"0";"0";"0";"Musterstrasse 97";"73728";"Esslingen am Neckar";"Mitte";"48.705018219898406";"9.28330638261096";"ja";"nein";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-08-03";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0458";"Feuerwehrhaus Nord 458";"Feuerwehrhaus";"Freiwillige Feuerwehr";"eingeschraenkt";"0";"0";"0";"Musterstrasse 98";"73728";"Esslingen am Neckar";"Nord";"48.71920400156856";"9.304621243905926";"ja";"ja";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-03-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0459";"Feuerwehrhaus Sued 459";"Feuerwehrhaus";"Freiwillige Feuerwehr";"ausser Betrieb";"0";"0";"0";"Musterstrasse 99";"73728";"Esslingen am Neckar";"Sued";"48.72444965026834";"9.314718526420021";"ja";"ja";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-11-04";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0460";"Feuerwehrhaus Weststadt 460";"Feuerwehrhaus";"Freiwillige Feuerwehr";"geplant";"0";"0";"0";"Musterstrasse 100";"73728";"Esslingen am Neckar";"Weststadt";"48.72923778107773";"9.326674343398293";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-08-18";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0461";"Feuerwehrhaus Oberdorf 461";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 101";"73728";"Esslingen am Neckar";"Oberdorf";"48.742045332944556";"9.343472481475807";"nein";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-07-30";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0462";"Feuerwehrhaus Pliensauvorstadt 462";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 102";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.754780768793296";"9.326671314226658";"ja";"ja";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-10-07";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0463";"Feuerwehrhaus Zell 463";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 103";"73728";"Esslingen am Neckar";"Zell";"48.76957972930298";"9.320374625884678";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-01-29";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0464";"Feuerwehrhaus Obertal 464";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 104";"73728";"Esslingen am Neckar";"Obertal";"48.76930520348632";"9.304420729976028";"ja";"ja";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-12-11";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0465";"Feuerwehrhaus Sulzgries 465";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 105";"73728";"Esslingen am Neckar";"Sulzgries";"48.78456104086694";"9.279542563395244";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2026-02-04";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0466";"Feuerwehrhaus Berkheim 466";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 106";"73728";"Esslingen am Neckar";"Berkheim";"48.76406778542519";"9.265447520656526";"nein";"ja";"nein";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-03-13";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0467";"Feuerwehrhaus Waldacker 467";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 107";"73728";"Esslingen am Neckar";"Waldacker";"48.74138803251634";"9.249810784030625";"ja";"ja";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-08-15";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0468";"Feuerwehrhaus Auenfeld 468";"Feuerwehrhaus";"Freiwillige Feuerwehr";"ausser Betrieb";"0";"0";"0";"Musterstrasse 108";"73728";"Esslingen am Neckar";"Auenfeld";"48.7196816391026";"9.267014188307652";"ja";"ja";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-05-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0469";"Feuerwehrhaus Mitte 469";"Feuerwehrhaus";"Freiwillige Feuerwehr";"aktiv";"0";"0";"0";"Musterstrasse 109";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.335881262718141";"ja";"nein";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-12-20";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
